母猪品种,variety,体况,body_condition,季节,season,胎次,配种前天数,配种后天数,产子后天数,产子数量,断奶后天数,饲料量
荣昌母猪,1,偏胖,3,冬,3,5,,,17,5,,4.760676275849854
海波儿猪,2,偏胖,3,夏,1,4,,,3,4,,4.374121805324607
太湖母猪,0,很瘦,0,冬,3,4,,,,,1,3.983350560655135
苏太母猪,4,很胖,4,春,0,5,,,,,3,3.2195982428750427
苏太母猪,4,很瘦,0,冬,3,3,,,,,3,3.767909118522499
苏太母猪,4,标准,2,春,0,6,,,,,1,3.2345531506969185
二元母猪,5,偏胖,3,冬,3,1,,,4,1,,3.3725415332234285
二元母猪,5,标准,2,秋,2,5,9,,,,,3.320827592508526
太湖母猪,3,很瘦,0,春,0,1,,,27,1,,3.6314128591476553
苏太母猪,4,很瘦,0,冬,3,6,,9,,,,2.870600723926752
荣昌母猪,1,很瘦,0,冬,3,6,,,9,6,,5.060634302422694
太湖母猪,0,标准,2,春,0,5,,9,,,,2.7212985249051904
海波儿猪,2,偏胖,3,春,0,2,,,27,2,,3.84476984122235
太湖母猪,3,很胖,4,秋,2,6,,,27,6,,4.958977464940129
海波儿猪,2,标准,2,冬,3,5,,,,,6,3.5751394687024582
海波儿猪,2,标准,2,冬,3,6,,,,,7,3.342018018719745
太湖母猪,3,很瘦,0,秋,2,3,,,,,3,3.3465520795183448
太湖母猪,3,很胖,4,冬,3,1,,,,,3,3.2284212230203444
荣昌母猪,1,偏胖,3,夏,1,6,1,,,,,3.0002021836797774
太湖母猪,3,标准,2,夏,1,4,4,,,,,3.480175485737812
海波儿猪,2,很胖,4,冬,3,1,,,,,1,3.216450352024597
太湖母猪,3,偏胖,3,夏,1,4,,4,,,,2.2318313023984064
海波儿猪,2,很瘦,0,夏,1,4,,,27,4,,4.579603378008253
太湖母猪,3,偏胖,3,冬,3,6,3,,,,,3.2181389224155907
太湖母猪,0,偏瘦,1,冬,3,4,,,,,5,3.5723542565833952
太湖母猪,3,标准,2,秋,2,3,,,18,3,,4.268826113690678
荣昌母猪,1,标准,2,秋,2,6,,,,,6,3.304639341841931
太湖母猪,3,很瘦,0,春,0,1,,,23,1,,3.723182094594478
海波儿猪,2,标准,2,春,0,4,,3,,,,2.207384629354376
苏太母猪,4,很瘦,0,春,0,6,,3,,,,2.416984060056895
太湖母猪,3,标准,2,冬,3,3,,,16,3,,4.26830198600609
海波儿猪,2,很胖,4,春,0,5,,,6,5,,4.618518456215802
荣昌母猪,1,偏胖,3,春,0,1,2,,,,,3.2047089999017526
二元母猪,5,偏瘦,1,夏,1,4,,,,,2,3.3654783033079867
海波儿猪,2,标准,2,冬,3,5,,2,,,,2.85050637147779
荣昌母猪,1,很瘦,0,冬,3,4,,,12,4,,4.999211979176632
荣昌母猪,1,很胖,4,春,0,4,,,5,4,,4.311387292705165
二元母猪,5,标准,2,春,0,3,,,25,3,,4.244632189912272
太湖母猪,0,偏瘦,1,秋,2,3,,,,,2,3.4114740821959226
海波儿猪,2,标准,2,冬,3,4,,,18,4,,4.500358010677726
荣昌母猪,1,很胖,4,夏,1,3,,,,,7,3.292103638049775
荣昌母猪,1,很瘦,0,夏,1,5,2,,,,,3.6555109175395346
太湖母猪,3,偏胖,3,春,0,4,,,11,4,,4.422093127399024
太湖母猪,0,很瘦,0,冬,3,4,,,,,7,3.5857546017195006
太湖母猪,3,很瘦,0,春,0,2,,2,,,,2.1328465731776536
海波儿猪,2,标准,2,秋,2,5,,,,,3,3.442090793242597
苏太母猪,4,很胖,4,冬,3,2,,,,,6,3.2771588087671653
太湖母猪,3,偏瘦,1,春,0,6,,,,,5,3.376708335337395
荣昌母猪,1,很瘦,0,秋,2,5,,,10,5,,5.30327891311969
太湖母猪,0,偏瘦,1,冬,3,3,,,5,3,,4.539977220669315
海波儿猪,2,偏瘦,1,夏,1,3,,,26,3,,4.4949768528473975
太湖母猪,0,偏胖,3,冬,3,6,,,11,6,,4.995429821545161
苏太母猪,4,很胖,4,春,0,5,,,3,5,,4.6108487965281215
荣昌母猪,1,很胖,4,冬,3,1,,,,,5,3.205519060871244
太湖母猪,0,偏胖,3,秋,2,2,8,,,,,3.273624104406559
太湖母猪,0,标准,2,夏,1,4,,,,,3,3.331321925456966
二元母猪,5,标准,2,春,0,2,,8,,,,3.1052559283161667
太湖母猪,0,很胖,4,冬,3,5,,8,,,,2.01152252768872
二元母猪,5,标准,2,秋,2,5,,8,,,,2.81580458999087
太湖母猪,3,偏瘦,1,冬,3,1,,,,,1,3.708036451906424
苏太母猪,4,标准,2,夏,1,2,,,,,2,3.483803928716054
荣昌母猪,1,标准,2,夏,1,5,,,,,6,3.3296554204622906
太湖母猪,0,偏瘦,1,秋,2,2,,,8,2,,3.9041038634241083
苏太母猪,4,很瘦,0,夏,1,2,,,19,2,,4.145055882647185
荣昌母猪,1,很瘦,0,冬,3,3,,8,,,,2.1831169391984506
太湖母猪,0,偏瘦,1,春,0,1,1,,,,,3.373641928021674
荣昌母猪,1,很瘦,0,春,0,2,,1,,,,2.4425657051833376
太湖母猪,0,偏胖,3,冬,3,1,7,,,,,3.2228272641961437
太湖母猪,3,偏瘦,1,春,0,2,,7,,,,2.9367010858787923
荣昌母猪,1,偏胖,3,春,0,1,,,23,1,,3.3667667027716233
太湖母猪,3,很瘦,0,春,0,1,5,,,,,3.359899002381832
太湖母猪,0,偏胖,3,秋,2,6,2,,,,,3.215900053322825
太湖母猪,3,很胖,4,夏,1,1,,,22,1,,3.309136666805659
苏太母猪,4,标准,2,秋,2,1,9,,,,,3.1183331852285052
太湖母猪,3,标准,2,冬,3,4,,,,,3,3.5486455567390873
太湖母猪,0,偏瘦,1,春,0,1,3,,,,,2.8533645123898483
太湖母猪,3,很胖,4,夏,1,4,,3,,,,1.9903270060520704
二元母猪,5,标准,2,冬,3,3,,,,,5,3.2339900478682897
太湖母猪,3,很胖,4,秋,2,2,,3,,,,2.9615392641814635
太湖母猪,3,很胖,4,春,0,5,,,10,5,,4.672023915644541
二元母猪,5,偏胖,3,夏,1,2,,,,,1,3.3759642528908427
荣昌母猪,1,偏胖,3,春,0,6,1,,,,,3.273478109843963
荣昌母猪,1,标准,2,夏,1,2,,,,,6,3.479591092888276
海波儿猪,2,很瘦,0,夏,1,5,5,,,,,3.774509302413322
太湖母猪,3,标准,2,夏,1,1,,,,,7,3.517157167706216
海波儿猪,2,偏瘦,1,秋,2,3,,,19,3,,3.961750905427828
二元母猪,5,偏瘦,1,秋,2,4,6,,,,,3.3569298134963006
荣昌母猪,1,很胖,4,夏,1,4,9,,,,,2.9231670045535005
太湖母猪,0,很胖,4,冬,3,2,,,,,1,3.2587696368167003
太湖母猪,0,偏胖,3,春,0,2,,,4,2,,3.730832273338409
海波儿猪,2,偏胖,3,夏,1,3,,,14,3,,4.1163057990796625
太湖母猪,0,很胖,4,夏,1,4,,9,,,,2.499668522092975
荣昌母猪,1,偏瘦,1,冬,3,2,,9,,,,2.2651445743221585
海波儿猪,2,很胖,4,秋,2,5,7,,,,,3.0364501688847887
太湖母猪,0,标准,2,春,0,1,,,24,1,,3.778638260503815
二元母猪,5,很瘦,0,春,0,6,,,12,6,,5.242175500089039
荣昌母猪,1,标准,2,秋,2,3,3,,,,,3.3692687900055756
苏太母猪,4,偏瘦,1,夏,1,3,2,,,,,3.31686047889972
二元母猪,5,标准,2,春,0,2,,2,,,,1.9432908679544352
二元母猪,5,偏胖,3,秋,2,3,,,27,3,,4.019875968657988
海波儿猪,2,很瘦,0,秋,2,4,,,,,6,3.3482916569354924
太湖母猪,0,偏胖,3,冬,3,1,,2,,,,2.071205521174566
海波儿猪,2,偏胖,3,夏,1,3,1,,,,,3.0877584407965366
海波儿猪,2,很胖,4,冬,3,4,,,12,4,,4.318194644034585
荣昌母猪,1,偏瘦,1,秋,2,1,,,5,1,,3.537718654042978
太湖母猪,3,偏胖,3,冬,3,2,6,,,,,3.1045769131986805
荣昌母猪,1,偏胖,3,夏,1,2,,6,,,,2.331074082094071
太湖母猪,0,很胖,4,夏,1,4,,,5,4,,4.2559371927469885
海波儿猪,2,很瘦,0,夏,1,6,,,10,6,,5.476805919274352
太湖母猪,3,偏胖,3,冬,3,6,,,25,6,,5.151612047091641
二元母猪,5,很瘦,0,秋,2,1,,6,,,,2.7770397786980974
太湖母猪,0,很胖,4,夏,1,1,5,,,,,2.754109700103919
太湖母猪,0,偏瘦,1,春,0,3,8,,,,,3.6829976338854946
二元母猪,5,标准,2,夏,1,3,,,18,3,,3.9857495848206037
太湖母猪,0,很瘦,0,冬,3,4,,,20,4,,4.376548846658045
太湖母猪,0,很胖,4,夏,1,3,,8,,,,2.0717872448081427
苏太母猪,4,偏瘦,1,夏,1,2,,,,,1,3.350168579928817
苏太母猪,4,偏胖,3,夏,1,6,,,,,2,3.2186696775466306
太湖母猪,0,标准,2,夏,1,2,,8,,,,2.318447810954405
二元母猪,5,偏胖,3,春,0,1,6,,,,,2.946782935622608
荣昌母猪,1,很瘦,0,秋,2,1,,,,,6,3.5474960984875556
海波儿猪,2,偏胖,3,春,0,2,,,20,2,,3.6835256118465285
二元母猪,5,很瘦,0,冬,3,5,,6,,,,2.78836012780742
二元母猪,5,标准,2,秋,2,1,,6,,,,2.2879289963157605
海波儿猪,2,标准,2,秋,2,2,,6,,,,3.2823246615258457
太湖母猪,3,标准,2,夏,1,1,,,,,4,3.3417069879533385
太湖母猪,0,偏胖,3,夏,1,1,7,,,,,2.8947897239986258
太湖母猪,3,很胖,4,冬,3,3,,,17,3,,4.077663350753485
二元母猪,5,偏胖,3,冬,3,6,3,,,,,3.140464234025897
海波儿猪,2,很胖,4,冬,3,4,,,4,4,,4.2708432758466515
太湖母猪,3,很瘦,0,春,0,6,,,16,6,,5.751284351274626
二元母猪,5,偏瘦,1,秋,2,1,,,,,7,3.66643643654842
荣昌母猪,1,标准,2,秋,2,4,,,20,4,,4.673361530451476
荣昌母猪,1,偏瘦,1,春,0,2,,3,,,,3.009661754047301
苏太母猪,4,偏瘦,1,春,0,5,,,,,2,3.799906000562721
苏太母猪,4,偏瘦,1,夏,1,4,,,,,3,3.6274487538772147
太湖母猪,3,很胖,4,夏,1,4,,,,,2,3.158375227938165
二元母猪,5,偏胖,3,秋,2,4,8,,,,,3.4222846910834015
二元母猪,5,偏瘦,1,春,0,5,,,16,5,,4.914428476276163
太湖母猪,0,偏胖,3,春,0,5,,8,,,,2.0680195350765467
荣昌母猪,1,很胖,4,夏,1,4,,8,,,,1.9060107897029708
太湖母猪,3,标准,2,冬,3,3,,8,,,,2.685395473827841
荣昌母猪,1,偏胖,3,夏,1,3,3,,,,,3.065274246884975
荣昌母猪,1,偏胖,3,春,0,3,4,,,,,3.2353457271653094
二元母猪,5,偏瘦,1,冬,3,3,3,,,,,2.9954964694766293
太湖母猪,0,偏瘦,1,春,0,2,,3,,,,2.3950195908728427
苏太母猪,4,偏胖,3,春,0,1,,,6,1,,3.3825662157707814
海波儿猪,2,很胖,4,春,0,5,,3,,,,2.0187981280693794
荣昌母猪,1,偏胖,3,春,0,1,3,,,,,3.4185370859425137
二元母猪,5,偏瘦,1,冬,3,5,,,27,5,,5.16529165148806
海波儿猪,2,偏瘦,1,夏,1,1,,,5,1,,3.5392044138949075
海波儿猪,2,偏瘦,1,夏,1,5,,3,,,,3.4671865035876444
苏太母猪,4,很胖,4,夏,1,2,,,19,2,,3.6321360851765063
太湖母猪,0,标准,2,夏,1,6,,3,,,,2.455671981245192
苏太母猪,4,偏瘦,1,夏,1,6,,,15,6,,5.1376144376775885
荣昌母猪,1,偏胖,3,春,0,1,,,,,5,3.523256321693599
苏太母猪,4,很胖,4,夏,1,3,,,,,2,3.213355442653554
太湖母猪,0,标准,2,秋,2,1,,3,,,,2.2961388614185116
海波儿猪,2,很瘦,0,春,0,1,,,15,1,,3.808084577233588
太湖母猪,3,偏瘦,1,春,0,6,,3,,,,2.5846881365636847
苏太母猪,4,偏瘦,1,冬,3,5,,,,,1,3.7306613137969107
太湖母猪,0,偏瘦,1,春,0,2,,,,,5,3.260917451649866
荣昌母猪,1,偏瘦,1,冬,3,1,,,,,3,3.4217272073816822
荣昌母猪,1,偏胖,3,冬,3,2,,,4,2,,3.6623675178992046
太湖母猪,3,标准,2,春,0,3,,,,,1,3.3690987044463188
荣昌母猪,1,偏瘦,1,秋,2,6,,,,,6,3.2663411048794675
荣昌母猪,1,标准,2,春,0,1,,3,,,,2.0085886522745064
二元母猪,5,偏瘦,1,夏,1,5,,,3,5,,4.898526600709522
太湖母猪,0,很瘦,0,冬,3,2,,,,,2,3.6082528758999652
太湖母猪,0,偏胖,3,春,0,4,8,,,,,2.9447047881873614
海波儿猪,2,很瘦,0,春,0,1,,,16,1,,3.844879777275993
太湖母猪,0,很胖,4,冬,3,1,,,22,1,,3.343066591467924
荣昌母猪,1,标准,2,冬,3,3,8,,,,,2.74702833551456
荣昌母猪,1,很胖,4,春,0,6,,,,,1,3.326923308605067
荣昌母猪,1,标准,2,秋,2,4,3,,,,,2.9017152529449355
荣昌母猪,1,偏胖,3,夏,1,6,,,,,5,3.447812541965673
太湖母猪,0,偏胖,3,冬,3,6,,,,,1,3.2298955214455805
太湖母猪,0,很瘦,0,春,0,3,,,23,3,,4.048653637082171
荣昌母猪,1,很瘦,0,夏,1,2,,,,,7,3.970573776344097
太湖母猪,0,偏瘦,1,秋,2,1,4,,,,,3.494289312466341
海波儿猪,2,很瘦,0,夏,1,4,,4,,,,2.515007465213624
荣昌母猪,1,标准,2,夏,1,4,,,15,4,,4.492616268583969
苏太母猪,4,偏瘦,1,夏,1,3,,4,,,,2.18564276282725
太湖母猪,0,很胖,4,秋,2,6,,4,,,,2.436282199619027
二元母猪,5,偏瘦,1,秋,2,3,3,,,,,3.0297458487627376
二元母猪,5,偏瘦,1,秋,2,5,6,,,,,3.0175059507818838
荣昌母猪,1,很胖,4,冬,3,6,,6,,,,1.9248552965911467
海波儿猪,2,很胖,4,夏,1,4,,,,,4,3.316684282479487
太湖母猪,0,偏瘦,1,夏,1,4,,,,,3,3.907650904246108
太湖母猪,0,偏瘦,1,冬,3,4,,,20,4,,4.82254393283579
苏太母猪,4,偏胖,3,冬,3,3,6,,,,,3.413423491691517
海波儿猪,2,很胖,4,冬,3,2,7,,,,,3.2073351881858634
苏太母猪,4,偏胖,3,春,0,3,,,,,1,3.512984321744983
海波儿猪,2,很胖,4,秋,2,5,7,,,,,2.741093088650964
太湖母猪,0,很瘦,0,春,0,4,,7,,,,2.6605780758532083
太湖母猪,3,很瘦,0,秋,2,3,,7,,,,2.0714844558562624
二元母猪,5,很瘦,0,夏,1,4,,7,,,,2.743528809170083
二元母猪,5,很胖,4,冬,3,3,,,7,3,,3.916975125859409
海波儿猪,2,偏瘦,1,冬,3,1,,,18,1,,3.7080046408848792
荣昌母猪,1,偏胖,3,夏,1,3,,,,,6,3.215545755691558
二元母猪,5,偏瘦,1,秋,2,1,,,,,3,3.487024849485927
荣昌母猪,1,标准,2,冬,3,2,3,,,,,2.9594565396736447
苏太母猪,4,很胖,4,夏,1,4,,3,,,,1.9762311439836813
太湖母猪,0,很胖,4,秋,2,3,,3,,,,2.2083495462559948
太湖母猪,0,很瘦,0,冬,3,1,,3,,,,2.557092463552528
太湖母猪,0,很瘦,0,夏,1,1,,3,,,,2.231311721869851
海波儿猪,2,偏瘦,1,夏,1,5,2,,,,,3.8337211818242807
苏太母猪,4,很胖,4,夏,1,2,,,21,2,,3.692847153352889
太湖母猪,3,标准,2,冬,3,3,7,,,,,2.9017490708642653
太湖母猪,0,标准,2,秋,2,6,,,18,6,,5.1173059511091115
荣昌母猪,1,很瘦,0,春,0,6,1,,,,,3.701731023205441
太湖母猪,3,很瘦,0,秋,2,6,,,18,6,,5.213816334199759
海波儿猪,2,偏胖,3,秋,2,3,,1,,,,2.3475848231091585
太湖母猪,0,偏胖,3,秋,2,1,9,,,,,3.1723148283469342
苏太母猪,4,偏瘦,1,冬,3,3,,9,,,,2.4746730557207894
二元母猪,5,很胖,4,冬,3,6,7,,,,,3.058974518086814
海波儿猪,2,很瘦,0,冬,3,5,,,7,5,,4.7392508237343645
二元母猪,5,标准,2,秋,2,2,,7,,,,2.0621279789768323
太湖母猪,3,很胖,4,夏,1,3,,7,,,,2.2225319146139055
荣昌母猪,1,偏瘦,1,秋,2,5,,,22,5,,4.984370666845775
苏太母猪,4,很瘦,0,冬,3,4,,,27,4,,5.000760200564464
二元母猪,5,很瘦,0,秋,2,5,5,,,,,3.4146525289023058
苏太母猪,4,标准,2,冬,3,3,,,28,3,,4.281204858599569
二元母猪,5,很胖,4,春,0,3,,,14,3,,3.958536132675572
太湖母猪,0,偏瘦,1,春,0,2,,,28,2,,4.109720280463473
太湖母猪,3,很瘦,0,春,0,5,,,6,5,,5.400270177849235
太湖母猪,0,标准,2,夏,1,6,,,16,6,,5.03247293391599
苏太母猪,4,偏胖,3,秋,2,3,,5,,,,2.0483608194833303
海波儿猪,2,标准,2,冬,3,2,,,,,2,3.5041598323385132
太湖母猪,3,很瘦,0,冬,3,2,,,8,2,,4.307811066336083
太湖母猪,0,偏瘦,1,秋,2,4,1,,,,,3.5298719267470986
太湖母猪,0,偏胖,3,春,0,6,,1,,,,1.7018584522962306
荣昌母猪,1,偏瘦,1,冬,3,2,6,,,,,2.8956990400958964
太湖母猪,0,偏胖,3,春,0,4,6,,,,,3.143629319275717
荣昌母猪,1,很胖,4,春,0,5,,,10,5,,4.640814824966675
海波儿猪,2,很瘦,0,春,0,3,,6,,,,3.222747962444069
太湖母猪,3,很胖,4,冬,3,4,1,,,,,3.0669987599352315
苏太母猪,4,偏胖,3,秋,2,3,,,,,2,3.3814447088365895
荣昌母猪,1,标准,2,夏,1,1,,,,,3,3.5148531164341574
荣昌母猪,1,偏瘦,1,春,0,6,,1,,,,2.2828241322006155
荣昌母猪,1,很胖,4,春,0,4,2,,,,,3.0795938523457878
苏太母猪,4,偏瘦,1,春,0,5,,2,,,,2.916192751759262
二元母猪,5,偏胖,3,冬,3,5,7,,,,,3.0581241105368075
太湖母猪,0,很瘦,0,秋,2,4,,,9,4,,4.977254797760039
二元母猪,5,偏瘦,1,春,0,1,5,,,,,3.214317433861786
苏太母猪,4,很瘦,0,春,0,4,,,23,4,,4.770787540983858
太湖母猪,0,很胖,4,冬,3,1,,,,,6,3.3389207951432955
太湖母猪,0,偏胖,3,秋,2,2,,,17,2,,3.65754326999004
海波儿猪,2,很胖,4,冬,3,3,,,1,3,,4.048912606327534
荣昌母猪,1,偏瘦,1,冬,3,1,4,,,,,3.1858716884060527
二元母猪,5,偏胖,3,夏,1,6,,4,,,,1.842374462505865
海波儿猪,2,标准,2,夏,1,5,3,,,,,2.929569370898712
海波儿猪,2,很胖,4,冬,3,4,,,,,1,3.348458767290056
太湖母猪,0,很瘦,0,秋,2,2,,3,,,,3.26148779959642
海波儿猪,2,很瘦,0,夏,1,4,2,,,,,3.1879053668044013
荣昌母猪,1,很胖,4,夏,1,4,4,,,,,3.2853545984033534
荣昌母猪,1,很胖,4,春,0,5,2,,,,,3.2160879404577236
太湖母猪,3,偏胖,3,冬,3,5,,2,,,,2.1350206599116865
苏太母猪,4,很瘦,0,冬,3,5,1,,,,,3.3742818533956846
海波儿猪,2,偏瘦,1,秋,2,1,,,20,1,,3.4838667920843918
二元母猪,5,偏胖,3,冬,3,5,,,,,3,3.299322081605401
海波儿猪,2,很胖,4,冬,3,6,,,1,6,,4.8862140480279885
海波儿猪,2,标准,2,冬,3,5,,,,,7,3.280318026570589
荣昌母猪,1,偏胖,3,冬,3,4,,,,,2,3.232357444019285
荣昌母猪,1,很胖,4,夏,1,4,6,,,,,2.9951653577224038
太湖母猪,0,很瘦,0,夏,1,4,,,5,4,,5.025801269049851
太湖母猪,0,标准,2,春,0,5,1,,,,,2.930415131882789
太湖母猪,0,偏瘦,1,夏,1,4,,,17,4,,4.419826963263984
太湖母猪,0,很瘦,0,冬,3,5,,,17,5,,4.74785324193956
太湖母猪,0,偏瘦,1,春,0,4,2,,,,,3.508513805576438
太湖母猪,0,标准,2,春,0,3,,,6,3,,4.25949568362356
太湖母猪,0,很胖,4,冬,3,5,8,,,,,3.1529240564966683
太湖母猪,3,标准,2,春,0,3,,8,,,,2.3663062865338143
太湖母猪,3,偏瘦,1,冬,3,2,,8,,,,2.8690453577596946
海波儿猪,2,偏胖,3,春,0,5,5,,,,,3.001606292596497
海波儿猪,2,很瘦,0,秋,2,3,,5,,,,2.5303962210231092
太湖母猪,3,很瘦,0,冬,3,2,,,7,2,,4.153805206724105
二元母猪,5,很胖,4,冬,3,5,,5,,,,2.207531332459151
苏太母猪,4,偏胖,3,春,0,4,4,,,,,2.924139946219343
苏太母猪,4,很胖,4,秋,2,1,,4,,,,2.1825915383819146
太湖母猪,0,偏胖,3,冬,3,2,,,17,2,,3.7759245403124577
太湖母猪,0,标准,2,春,0,6,,,,,1,3.409933027802945
荣昌母猪,1,偏瘦,1,夏,1,4,,4,,,,2.4873474090210337
太湖母猪,3,很瘦,0,春,0,4,,,15,4,,5.064960373962232
太湖母猪,0,偏胖,3,秋,2,2,,,12,2,,3.8119661541321093
海波儿猪,2,标准,2,秋,2,4,8,,,,,3.503322152384663
荣昌母猪,1,很瘦,0,夏,1,1,,8,,,,2.5181443789536715
苏太母猪,4,标准,2,春,0,4,,,27,4,,4.462087101611815
海波儿猪,2,偏瘦,1,夏,1,3,1,,,,,3.151240038851611
二元母猪,5,很瘦,0,夏,1,5,,1,,,,2.5867745028568194
太湖母猪,3,标准,2,冬,3,3,,1,,,,2.3820732099474786
荣昌母猪,1,很胖,4,冬,3,5,8,,,,,3.0961188327357014
苏太母猪,4,很瘦,0,冬,3,1,,,19,1,,4.042949892082916
二元母猪,5,标准,2,春,0,6,,8,,,,2.244447629709235
苏太母猪,4,标准,2,春,0,1,,,25,1,,3.559491002326983
苏太母猪,4,很胖,4,夏,1,6,,,22,6,,4.9129272868383005
荣昌母猪,1,很瘦,0,秋,2,1,,,19,1,,3.937362466832799
二元母猪,5,很瘦,0,冬,3,5,1,,,,,3.1326255171266935
太湖母猪,0,偏胖,3,夏,1,3,,1,,,,2.6065264255997715
太湖母猪,3,偏瘦,1,秋,2,3,6,,,,,3.5491300088915856
苏太母猪,4,很胖,4,秋,2,5,,,5,5,,4.708182376342431
太湖母猪,3,很胖,4,夏,1,2,,,,,4,3.280815916040349
苏太母猪,4,很胖,4,秋,2,5,,,15,5,,4.582468754149385
苏太母猪,4,标准,2,冬,3,6,,6,,,,2.3026363666348533
太湖母猪,0,偏瘦,1,冬,3,6,,,,,3,3.4885221281668413
荣昌母猪,1,偏瘦,1,夏,1,3,,,,,4,3.7965405363910083
太湖母猪,0,偏胖,3,夏,1,4,,,,,7,3.291930253175166
二元母猪,5,标准,2,冬,3,6,3,,,,,3.329372360897901
荣昌母猪,1,偏瘦,1,春,0,4,,,13,4,,4.43522542171363
二元母猪,5,偏胖,3,春,0,6,,3,,,,2.728952109055291
海波儿猪,2,标准,2,冬,3,3,,,12,3,,4.153641911514238
太湖母猪,0,很胖,4,冬,3,4,,3,,,,2.0022122677446146
太湖母猪,3,很瘦,0,秋,2,3,,,,,7,3.9077660949072652
苏太母猪,4,标准,2,冬,3,4,,,5,4,,4.686470141154148
海波儿猪,2,很瘦,0,春,0,2,5,,,,,3.314550818884258
太湖母猪,3,标准,2,秋,2,1,6,,,,,3.150747722430142
苏太母猪,4,很胖,4,夏,1,3,,6,,,,2.1516114678683045
海波儿猪,2,偏胖,3,春,0,2,5,,,,,3.2599353227794783
荣昌母猪,1,标准,2,春,0,4,,5,,,,2.533540590898502
荣昌母猪,1,偏胖,3,冬,3,3,4,,,,,3.2039664382807853
太湖母猪,3,很胖,4,冬,3,4,,,,,2,3.337616857646883
海波儿猪,2,标准,2,秋,2,6,,4,,,,2.707594983651651
荣昌母猪,1,偏瘦,1,夏,1,1,8,,,,,3.340975923792344
苏太母猪,4,偏瘦,1,秋,2,1,,,,,7,3.30039354607091
苏太母猪,4,偏胖,3,秋,2,4,,,,,3,3.368030837264203
苏太母猪,4,很瘦,0,春,0,2,,,6,2,,4.124442874990246
海波儿猪,2,很瘦,0,冬,3,4,4,,,,,2.8019488550898553
苏太母猪,4,标准,2,秋,2,5,,4,,,,2.8288912220883184
苏太母猪,4,标准,2,冬,3,1,,,,,7,3.578832845935181
苏太母猪,4,偏胖,3,冬,3,3,,,,,2,3.4174221078480604
太湖母猪,0,偏瘦,1,冬,3,4,3,,,,,2.959447854677523
太湖母猪,3,偏瘦,1,夏,1,6,,,,,7,3.73285530449221
苏太母猪,4,偏瘦,1,冬,3,3,,3,,,,2.61067507911052
二元母猪,5,偏胖,3,春,0,5,,3,,,,2.516963714045613
荣昌母猪,1,很胖,4,秋,2,2,,,1,2,,3.7321957581224092
荣昌母猪,1,很胖,4,夏,1,4,,,,,2,3.3432788283895425
海波儿猪,2,很瘦,0,冬,3,1,,,,,4,3.89266890271482
二元母猪,5,偏胖,3,秋,2,6,,,,,7,3.3630792283606143
荣昌母猪,1,很瘦,0,冬,3,2,6,,,,,3.725949285100672
太湖母猪,3,偏胖,3,夏,1,3,7,,,,,3.394210659268177
海波儿猪,2,很胖,4,秋,2,4,,7,,,,2.907353274619425
海波儿猪,2,很瘦,0,春,0,2,,7,,,,3.0605387976256284
海波儿猪,2,偏瘦,1,秋,2,4,,,1,4,,4.502787131688658
苏太母猪,4,偏胖,3,春,0,5,,7,,,,2.6568389267694723
海波儿猪,2,偏瘦,1,秋,2,3,,,26,3,,4.180958121614269
苏太母猪,4,标准,2,夏,1,1,,,,,7,3.4150194741263027
海波儿猪,2,很胖,4,夏,1,4,,,,,1,3.2851711883833574
太湖母猪,0,偏瘦,1,秋,2,5,,7,,,,2.3720356595541574
二元母猪,5,偏瘦,1,冬,3,6,,,11,6,,5.2028519031825
太湖母猪,3,偏胖,3,秋,2,5,4,,,,,3.348113068884458
二元母猪,5,偏瘦,1,冬,3,6,,4,,,,2.339023285261237
海波儿猪,2,偏胖,3,春,0,3,,,,,3,3.4384397434145275
太湖母猪,3,很瘦,0,夏,1,1,4,,,,,3.629910523055222
太湖母猪,0,标准,2,秋,2,5,,,28,5,,4.88421547769963
荣昌母猪,1,很瘦,0,冬,3,3,6,,,,,3.8967864816393467
荣昌母猪,1,偏瘦,1,秋,2,4,,,11,4,,4.885414842851269
二元母猪,5,偏胖,3,春,0,5,,,,,6,3.3234153243291935
太湖母猪,0,很胖,4,冬,3,6,,,,,3,3.3371707530053487
海波儿猪,2,标准,2,春,0,3,,,,,2,3.65171971387736
二元母猪,5,偏胖,3,秋,2,6,,,15,6,,5.119724705438
海波儿猪,2,标准,2,冬,3,1,,6,,,,2.651115875635758
太湖母猪,3,很胖,4,夏,1,6,5,,,,,3.247602050598873
苏太母猪,4,标准,2,冬,3,6,,,5,6,,5.069728950622542
二元母猪,5,标准,2,秋,2,4,,5,,,,2.1944034317853855
海波儿猪,2,很胖,4,夏,1,3,7,,,,,3.131562509454736
荣昌母猪,1,很瘦,0,夏,1,1,,,25,1,,3.644067881473841
海波儿猪,2,很瘦,0,夏,1,5,,7,,,,3.5192290865934357
太湖母猪,0,偏胖,3,夏,1,5,1,,,,,3.3824094358008994
太湖母猪,3,很胖,4,秋,2,6,,,8,6,,4.886521979470034
太湖母猪,0,标准,2,春,0,5,,,,,2,3.4882990676008347
二元母猪,5,很胖,4,春,0,1,,1,,,,2.4370150753783912
苏太母猪,4,很胖,4,夏,1,4,3,,,,,3.2226538376718015
荣昌母猪,1,标准,2,春,0,4,,,4,4,,4.367165766072818
太湖母猪,3,偏瘦,1,秋,2,2,,,,,4,3.65701965248553
海波儿猪,2,标准,2,春,0,4,,,28,4,,4.493050978893689
